example_id                                                                                        | status  | run_time              |
./spec/adapters/instrumented_adapter_spec.rb[1:1:2]                                               | passed  | 0.02876 seconds       |
./spec/adapters/instrumented_adapter_spec.rb[1:1:3]                                               | passed  | 0.03169 seconds       |
./spec/adapters/instrumented_adapter_spec.rb[1:1:4]                                               | passed  | 0.07914 seconds       |
./spec/adapters/instrumented_adapter_spec.rb[1:1:5]                                               | passed  | 0.14555 seconds       |
./spec/adapters/instrumented_adapter_spec.rb[1:1:6]                                               | passed  | 0.09023 seconds       |
./spec/adapters/instrumented_adapter_spec.rb[1:1:7:1]                                             | passed  | 0.13185 seconds       |
./spec/adapters/instrumented_adapter_spec.rb[1:1:7:2]                                             | passed  | 0.1198 seconds        |
./spec/adapters/instrumented_adapter_spec.rb[1:1:8]                                               | passed  | 0.18239 seconds       |
./spec/adapters/instrumented_adapter_spec.rb[1:1:9]                                               | passed  | 0.08335 seconds       |
./spec/adapters/instrumented_adapter_spec.rb[1:1:10]                                              | passed  | 0.08553 seconds       |
./spec/adapters/instrumented_adapter_spec.rb[1:1:11]                                              | passed  | 0.09578 seconds       |
