"uri","code","label"
"http://id.loc.gov/vocabulary/iso639-2/smi","smi","Sami languages"
"http://id.loc.gov/vocabulary/iso639-2/smo","smo","Samoan"
"http://id.loc.gov/vocabulary/iso639-2/sad","sad","Sandawe"
"http://id.loc.gov/vocabulary/iso639-2/sag","sag","Sango"
"http://id.loc.gov/vocabulary/iso639-2/san","san","Sanskrit"
"http://id.loc.gov/vocabulary/iso639-2/sat","sat","Santali"
"http://id.loc.gov/vocabulary/iso639-2/srd","srd","Sardinian"
"http://id.loc.gov/vocabulary/iso639-2/sas","sas","Sasak"
"http://id.loc.gov/vocabulary/iso639-2/sco","sco","Scots"
"http://id.loc.gov/vocabulary/iso639-2/sel","sel","Selkup"
"http://id.loc.gov/vocabulary/iso639-2/sem","sem","Semitic languages"
"http://id.loc.gov/vocabulary/iso639-2/srp","srp","Serbian"
"http://id.loc.gov/vocabulary/iso639-2/srr","srr","Serer"
"http://id.loc.gov/vocabulary/iso639-2/shn","shn","Shan"
"http://id.loc.gov/vocabulary/iso639-2/sna","sna","Shona"
"http://id.loc.gov/vocabulary/iso639-2/iii","iii","Sichuan Yi"
"http://id.loc.gov/vocabulary/iso639-2/scn","scn","Sicilian"
"http://id.loc.gov/vocabulary/iso639-2/sid","sid","Sidamo"
"http://id.loc.gov/vocabulary/iso639-2/sgn","sgn","Sign Languages"
"http://id.loc.gov/vocabulary/iso639-2/bla","bla","Siksika"
"http://id.loc.gov/vocabulary/iso639-2/snd","snd","Sindhi"
"http://id.loc.gov/vocabulary/iso639-2/sin","sin","Sinhala"
"http://id.loc.gov/vocabulary/iso639-2/sit","sit","Sino-Tibetan languages"
"http://id.loc.gov/vocabulary/iso639-2/sio","sio","Siouan languages"
"http://id.loc.gov/vocabulary/iso639-2/sms","sms","Skolt Sami"
"http://id.loc.gov/vocabulary/iso639-2/den","den","Slave (Athapascan)"
"http://id.loc.gov/vocabulary/iso639-2/sla","sla","Slavic languages"
"http://id.loc.gov/vocabulary/iso639-2/slo","slo","Slovak"
"http://id.loc.gov/vocabulary/iso639-2/slk","slk","Slovak"
"http://id.loc.gov/vocabulary/iso639-2/slv","slv","Slovenian"
"http://id.loc.gov/vocabulary/iso639-2/sog","sog","Sogdian"
"http://id.loc.gov/vocabulary/iso639-2/som","som","Somali"
"http://id.loc.gov/vocabulary/iso639-2/son","son","Songhai languages"
"http://id.loc.gov/vocabulary/iso639-2/snk","snk","Soninke"
"http://id.loc.gov/vocabulary/iso639-2/wen","wen","Sorbian languages"
"http://id.loc.gov/vocabulary/iso639-2/sot","sot","Sotho, Southern"
"http://id.loc.gov/vocabulary/iso639-2/sai","sai","South American Indian languages"
"http://id.loc.gov/vocabulary/iso639-2/alt","alt","Southern Altai"
"http://id.loc.gov/vocabulary/iso639-2/sma","sma","Southern Sami"
"http://id.loc.gov/vocabulary/iso639-2/spa","spa","Spanish"
"http://id.loc.gov/vocabulary/iso639-2/srn","srn","Sranan Tongo"
"http://id.loc.gov/vocabulary/iso639-2/zgh","zgh","Standard Moroccan Tamazight"
"http://id.loc.gov/vocabulary/iso639-2/suk","suk","Sukuma"
"http://id.loc.gov/vocabulary/iso639-2/sux","sux","Sumerian"
"http://id.loc.gov/vocabulary/iso639-2/sun","sun","Sundanese"
"http://id.loc.gov/vocabulary/iso639-2/sus","sus","Susu"
"http://id.loc.gov/vocabulary/iso639-2/swa","swa","Swahili"
"http://id.loc.gov/vocabulary/iso639-2/ssw","ssw","Swati"
"http://id.loc.gov/vocabulary/iso639-2/swe","swe","Swedish"
"http://id.loc.gov/vocabulary/iso639-2/gsw","gsw","Swiss German"
"http://id.loc.gov/vocabulary/iso639-2/syr","syr","Syriac"
"http://id.loc.gov/vocabulary/iso639-2/tgl","tgl","Tagalog"
"http://id.loc.gov/vocabulary/iso639-2/tah","tah","Tahitian"
"http://id.loc.gov/vocabulary/iso639-2/tai","tai","Tai languages"
"http://id.loc.gov/vocabulary/iso639-2/tgk","tgk","Tajik"
"http://id.loc.gov/vocabulary/iso639-2/tmh","tmh","Tamashek"
"http://id.loc.gov/vocabulary/iso639-2/tam","tam","Tamil"
"http://id.loc.gov/vocabulary/iso639-2/tat","tat","Tatar"
"http://id.loc.gov/vocabulary/iso639-2/tel","tel","Telugu"
"http://id.loc.gov/vocabulary/iso639-2/ter","ter","Tereno"
"http://id.loc.gov/vocabulary/iso639-2/tet","tet","Tetum"
"http://id.loc.gov/vocabulary/iso639-2/tha","tha","Thai"
"http://id.loc.gov/vocabulary/iso639-2/tib","tib","Tibetan"
"http://id.loc.gov/vocabulary/iso639-2/bod","bod","Tibetan"
"http://id.loc.gov/vocabulary/iso639-2/tig","tig","Tigre"
"http://id.loc.gov/vocabulary/iso639-2/tir","tir","Tigrinya"
"http://id.loc.gov/vocabulary/iso639-2/tem","tem","Timne"
"http://id.loc.gov/vocabulary/iso639-2/tiv","tiv","Tiv"
"http://id.loc.gov/vocabulary/iso639-2/tli","tli","Tlingit"
"http://id.loc.gov/vocabulary/iso639-2/tpi","tpi","Tok Pisin"
"http://id.loc.gov/vocabulary/iso639-2/tkl","tkl","Tokelau"
"http://id.loc.gov/vocabulary/iso639-2/tog","tog","Tonga (Nyasa)"
"http://id.loc.gov/vocabulary/iso639-2/ton","ton","Tonga (Tonga Islands)"
"http://id.loc.gov/vocabulary/iso639-2/tsi","tsi","Tsimshian"
"http://id.loc.gov/vocabulary/iso639-2/tso","tso","Tsonga"
"http://id.loc.gov/vocabulary/iso639-2/tsn","tsn","Tswana"
"http://id.loc.gov/vocabulary/iso639-2/tum","tum","Tumbuka"
"http://id.loc.gov/vocabulary/iso639-2/tup","tup","Tupi languages"
"http://id.loc.gov/vocabulary/iso639-2/tur","tur","Turkish"
"http://id.loc.gov/vocabulary/iso639-2/ota","ota","Turkish, Ottoman (1500-1928)"
"http://id.loc.gov/vocabulary/iso639-2/tuk","tuk","Turkmen"
"http://id.loc.gov/vocabulary/iso639-2/tvl","tvl","Tuvalu"
"http://id.loc.gov/vocabulary/iso639-2/tyv","tyv","Tuvinian"
"http://id.loc.gov/vocabulary/iso639-2/twi","twi","Twi"
"http://id.loc.gov/vocabulary/iso639-2/udm","udm","Udmurt"
"http://id.loc.gov/vocabulary/iso639-2/uga","uga","Ugaritic"
"http://id.loc.gov/vocabulary/iso639-2/uig","uig","Uighur"
"http://id.loc.gov/vocabulary/iso639-2/ukr","ukr","Ukrainian"
"http://id.loc.gov/vocabulary/iso639-2/umb","umb","Umbundu"
"http://id.loc.gov/vocabulary/iso639-2/mis","mis","Uncoded languages"
"http://id.loc.gov/vocabulary/iso639-2/und","und","Undetermined"
"http://id.loc.gov/vocabulary/iso639-2/hsb","hsb","Upper Sorbian"
"http://id.loc.gov/vocabulary/iso639-2/urd","urd","Urdu"
"http://id.loc.gov/vocabulary/iso639-2/uzb","uzb","Uzbek"
"http://id.loc.gov/vocabulary/iso639-2/vai","vai","Vai"
"http://id.loc.gov/vocabulary/iso639-2/ven","ven","Venda"
"http://id.loc.gov/vocabulary/iso639-2/vie","vie","Vietnamese"
"http://id.loc.gov/vocabulary/iso639-2/vol","vol","Volapük"
"http://id.loc.gov/vocabulary/iso639-2/vot","vot","Votic"
"http://id.loc.gov/vocabulary/iso639-2/wak","wak","Wakashan languages"
"http://id.loc.gov/vocabulary/iso639-2/wln","wln","Walloon"
"http://id.loc.gov/vocabulary/iso639-2/war","war","Waray"
"http://id.loc.gov/vocabulary/iso639-2/was","was","Washo"
"http://id.loc.gov/vocabulary/iso639-2/wel","wel","Welsh"
"http://id.loc.gov/vocabulary/iso639-2/cym","cym","Welsh"
"http://id.loc.gov/vocabulary/iso639-2/fry","fry","Western Frisian"
"http://id.loc.gov/vocabulary/iso639-2/wal","wal","Wolaitta"
"http://id.loc.gov/vocabulary/iso639-2/wol","wol","Wolof"
"http://id.loc.gov/vocabulary/iso639-2/xho","xho","Xhosa"
"http://id.loc.gov/vocabulary/iso639-2/sah","sah","Yakut"
"http://id.loc.gov/vocabulary/iso639-2/yao","yao","Yao"
"http://id.loc.gov/vocabulary/iso639-2/yap","yap","Yapese"
"http://id.loc.gov/vocabulary/iso639-2/yid","yid","Yiddish"
"http://id.loc.gov/vocabulary/iso639-2/yor","yor","Yoruba"
"http://id.loc.gov/vocabulary/iso639-2/ypk","ypk","Yupik languages"
"http://id.loc.gov/vocabulary/iso639-2/znd","znd","Zande languages"
"http://id.loc.gov/vocabulary/iso639-2/zap","zap","Zapotec"
"http://id.loc.gov/vocabulary/iso639-2/zza","zza","Zaza"
"http://id.loc.gov/vocabulary/iso639-2/zen","zen","Zenaga"
"http://id.loc.gov/vocabulary/iso639-2/zha","zha","Zhuang"
"http://id.loc.gov/vocabulary/iso639-2/zul","zul","Zulu"
"http://id.loc.gov/vocabulary/iso639-2/zun","zun","Zuni"
